match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,1,DA Warner,S Dhawan,TS Mills,0,0,0,0,0,0,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,2,DA Warner,S Dhawan,TS Mills,0,0,0,0,0,0,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,3,DA Warner,S Dhawan,TS Mills,0,0,0,0,0,0,4,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,4,DA Warner,S Dhawan,TS Mills,0,0,0,0,0,0,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,5,DA Warner,S Dhawan,TS Mills,0,2,0,0,0,0,0,2,2,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,6,S Dhawan,DA Warner,TS Mills,0,0,0,0,0,0,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,1,7,S Dhawan,DA Warner,TS Mills,0,0,0,1,0,0,0,1,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,1,S Dhawan,DA Warner,A Choudhary,0,0,0,0,0,0,1,0,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,2,DA Warner,S Dhawan,A Choudhary,0,0,0,0,0,0,4,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,3,DA Warner,S Dhawan,A Choudhary,0,0,0,0,1,0,0,1,1,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,4,DA Warner,S Dhawan,A Choudhary,0,0,0,0,0,0,6,0,6,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,5,DA Warner,S Dhawan,A Choudhary,0,0,0,0,0,0,0,0,0,DA Warner,caught,Mandeep Singh
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,6,MC Henriques,S Dhawan,A Choudhary,0,0,0,0,0,0,0,0,0,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,2,7,MC Henriques,S Dhawan,A Choudhary,0,0,0,0,0,0,4,0,4,,,
1,1,Sunrisers Hyderabad,Royal Challengers Bangalore,3,1,S Dhawan,MC Henriques,TS Mills,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,7,5,KM Jadhav,MA Agarwal,VR Aaron,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,7,6,KM Jadhav,MA Agarwal,VR Aaron,0,1,0,0,0,0,0,1,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,7,7,KM Jadhav,MA Agarwal,VR Aaron,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,8,1,MA Agarwal,KM Jadhav,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,8,2,KM Jadhav,MA Agarwal,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,8,3,KM Jadhav,MA Agarwal,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,8,4,KM Jadhav,MA Agarwal,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,8,5,MA Agarwal,KM Jadhav,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,8,6,MA Agarwal,KM Jadhav,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,9,1,MA Agarwal,KM Jadhav,VR Aaron,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,9,2,MA Agarwal,KM Jadhav,VR Aaron,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,9,3,MA Agarwal,KM Jadhav,VR Aaron,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,9,4,MA Agarwal,KM Jadhav,VR Aaron,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,9,5,KM Jadhav,MA Agarwal,VR Aaron,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,9,6,MA Agarwal,KM Jadhav,VR Aaron,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,10,1,KM Jadhav,MA Agarwal,Iqbal Abdulla,0,0,0,0,0,0,2,0,2,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,10,2,KM Jadhav,MA Agarwal,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,10,3,MA Agarwal,KM Jadhav,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,10,4,KM Jadhav,MA Agarwal,Iqbal Abdulla,0,0,0,0,0,0,4,0,4,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,10,5,KM Jadhav,MA Agarwal,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,10,6,MA Agarwal,KM Jadhav,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,11,1,KM Jadhav,MA Agarwal,HV Patel,0,0,0,0,0,0,4,0,4,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,11,2,KM Jadhav,MA Agarwal,HV Patel,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,11,3,KM Jadhav,MA Agarwal,HV Patel,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,11,4,MA Agarwal,KM Jadhav,HV Patel,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,11,5,KM Jadhav,MA Agarwal,HV Patel,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,11,6,MA Agarwal,KM Jadhav,HV Patel,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,12,1,MA Agarwal,KM Jadhav,D Wiese,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,12,2,KM Jadhav,MA Agarwal,D Wiese,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,12,3,MA Agarwal,KM Jadhav,D Wiese,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,12,4,KM Jadhav,MA Agarwal,D Wiese,0,0,0,0,0,0,0,0,0,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,12,5,KM Jadhav,MA Agarwal,D Wiese,0,0,0,0,0,0,1,0,1,,,
543,1,Delhi Daredevils,Royal Challengers Bangalore,12,6,MA Agarwal,KM Jadhav,D Wiese,0,0,0,0,0,0,1,0,1,,,
